City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Kostomuksha,RU,2021-10-24 04:43:49,64.571,30.5767,17.96,93,30,4.68
296,Half Moon Bay,US,2021-10-24 04:43:50,37.4636,-122.4286,61.99,85,90,4.0
297,Porto Novo,BJ,2021-10-24 04:43:50,6.4965,2.6036,78.62,94,99,2.73
298,Killam,CA,2021-10-24 04:43:50,52.7834,-111.8518,40.95,93,100,5.75
299,Laurel,US,2021-10-24 04:43:50,39.0993,-76.8483,55.62,89,40,1.01
300,General Bravo,MX,2021-10-24 04:43:51,25.8,-99.1667,77.43,81,14,16.4
301,Karasjok,NO,2021-10-24 04:43:51,69.4719,25.5112,23.11,93,42,3.85
302,Ambilobe,MG,2021-10-24 04:43:51,-13.2,49.05,87.06,53,95,6.96
303,Krasnyy Luch,UA,2021-10-24 04:43:52,48.1395,38.9371,43.12,61,56,4.45
304,Somerset,US,2021-10-24 04:43:52,40.5668,-74.5496,53.11,92,1,1.01
305,Avarua,CK,2021-10-24 04:43:52,-21.2078,-159.775,71.65,64,75,4.61
306,Castro,BR,2021-10-24 04:43:53,-24.7911,-50.0119,59.13,96,100,10.56
307,Lezhe,AL,2021-10-24 04:43:53,41.7836,19.6436,59.32,78,100,11.23
308,Portland,US,2021-10-24 04:43:52,45.5234,-122.6762,54.36,95,40,10.36
309,Grand Gaube,MU,2021-10-24 04:43:53,-20.0064,57.6608,79.38,67,79,10.0
310,Hearst,CA,2021-10-24 04:43:54,49.6835,-83.6665,32.25,95,100,3.58
311,Moate,IE,2021-10-24 04:43:54,53.55,-7.7167,52.12,95,53,9.13
312,Juneau,US,2021-10-24 04:34:39,58.3019,-134.4197,46.22,95,88,5.1
313,Kununurra,AU,2021-10-24 04:43:54,-15.7667,128.7333,98.58,41,40,6.91
314,Dakar,SN,2021-10-24 04:43:55,14.6937,-17.4441,80.73,69,75,9.22
315,Biak,ID,2021-10-24 04:43:55,-0.9131,122.8766,84.83,59,48,3.42
316,Berbera,SO,2021-10-24 04:43:55,10.4396,45.0143,83.66,55,6,3.44
317,Kondoa,TZ,2021-10-24 04:43:56,-4.9,35.7833,69.03,48,72,7.49
318,Olinda,BR,2021-10-24 04:43:56,-8.0089,-34.8553,80.33,74,75,8.05
319,San Quintin,MX,2021-10-24 04:43:57,30.4833,-115.95,59.43,78,4,15.82
320,Atasu,KZ,2021-10-24 04:43:57,48.6814,71.6433,45.82,37,0,12.48
321,Pevek,RU,2021-10-24 04:43:57,69.7008,170.3133,8.55,92,100,4.21
322,San Rafael,AR,2021-10-24 04:43:37,-34.6177,-68.3301,56.46,26,0,3.33
323,Longyearbyen,SJ,2021-10-24 04:41:32,78.2186,15.6401,15.64,86,0,6.91
324,Brae,GB,2021-10-24 04:43:58,60.3964,-1.353,53.51,96,100,17.27
325,Husavik,IS,2021-10-24 04:43:58,66.0449,-17.3389,28.31,96,100,4.14
326,Necochea,AR,2021-10-24 04:43:59,-38.5473,-58.7368,38.03,73,0,8.61
327,Minot,US,2021-10-24 04:43:12,48.2325,-101.2963,43.79,65,90,11.5
328,Amberley,US,2021-10-24 04:43:59,39.2048,-84.428,54.72,92,90,0.0
329,Nantucket,US,2021-10-24 04:41:03,41.2835,-70.0995,55.51,66,40,10.36
330,Iqaluit,CA,2021-10-24 04:43:59,63.7506,-68.5145,29.93,86,90,15.01
331,Taybad,IR,2021-10-24 04:44:00,34.74,60.7756,55.69,18,0,2.93
332,Padang,ID,2021-10-24 04:44:00,-0.9492,100.3543,84.25,80,83,6.67
333,Mokhsogollokh,RU,2021-10-24 04:44:00,61.4681,128.9203,34.66,97,100,10.36
334,Atambua,ID,2021-10-24 04:44:01,-9.1061,124.8925,87.46,55,30,5.3
335,Inhambane,MZ,2021-10-24 04:44:01,-23.865,35.3833,75.18,88,75,11.5
336,Terekli-Mekteb,RU,2021-10-24 04:44:01,44.1671,45.8698,54.9,55,20,6.71
337,Diego De Almagro,CL,2021-10-24 04:44:02,-26.3667,-70.05,52.36,60,0,1.41
338,Pleasanton,US,2021-10-24 04:44:02,37.6624,-121.8747,61.39,85,90,5.75
339,Sarangani,PH,2021-10-24 04:44:03,5.4033,125.4636,83.97,72,100,11.5
340,San Francisco,US,2021-10-24 04:41:56,37.7749,-122.4194,62.04,89,90,1.99
341,Fereydun Kenar,IR,2021-10-24 04:44:03,36.6864,52.5225,57.51,62,42,5.44
342,Impfondo,CG,2021-10-24 04:44:04,1.6381,18.0667,70.38,98,64,2.15
343,Lebu,CL,2021-10-24 04:44:04,-37.6167,-73.65,48.29,93,14,4.99
344,Wajir,KE,2021-10-24 04:44:04,1.7471,40.0573,79.3,61,33,12.12
345,Elko,US,2021-10-24 04:44:05,41.0002,-115.5012,41.02,84,97,4.0
346,Hambantota,LK,2021-10-24 04:44:05,6.1241,81.1185,88.14,70,20,11.5
347,Beberibe,BR,2021-10-24 04:44:05,-4.1797,-38.1306,84.16,78,63,10.2
348,Ahar,IR,2021-10-24 04:44:06,38.4774,47.0699,52.41,52,0,0.07
349,Yeniseysk,RU,2021-10-24 04:44:06,58.4497,92.1703,41.2,95,100,13.06
350,Camargo,MX,2021-10-24 04:44:06,27.6667,-105.1667,69.55,27,0,8.81
351,Villazon,BO,2021-10-24 04:44:07,-22.0866,-65.5942,44.76,20,0,2.04
352,Pudozh,RU,2021-10-24 04:44:07,61.8099,36.5345,31.5,86,100,6.46
353,Abaza,RU,2021-10-24 04:44:07,52.655,90.0928,48.96,57,97,9.17
354,Namibe,AO,2021-10-24 04:44:08,-15.1961,12.1522,64.02,74,62,4.72
355,Aklavik,CA,2021-10-24 04:42:20,68.2191,-135.0107,29.23,95,87,4.74
356,Gasa,PS,2021-10-24 04:44:08,31.5,34.4667,66.9,61,0,2.59
357,Tuatapere,NZ,2021-10-24 04:44:09,-46.1333,167.6833,53.85,97,100,1.81
358,Vitim,RU,2021-10-24 04:44:09,59.4511,112.5578,37.69,75,100,12.68
359,Fernley,US,2021-10-24 04:44:09,39.608,-119.2518,53.71,65,100,6.02
360,Jinhua,CN,2021-10-24 04:44:09,29.1078,119.6547,58.05,89,100,1.3
361,Esperantinopolis,BR,2021-10-24 04:44:10,-4.8667,-44.7083,75.06,91,76,2.64
362,Laguna,US,2021-10-24 04:44:10,38.421,-121.4238,61.05,83,90,1.01
363,Port Blair,IN,2021-10-24 04:44:11,11.6667,92.75,86.04,89,40,6.91
364,Mandera,KE,2021-10-24 04:44:11,3.9366,41.867,81.73,66,9,7.99
365,Port Augusta,AU,2021-10-24 04:44:11,-32.5,137.7667,76.71,26,0,15.03
366,Blagoyevo,RU,2021-10-24 04:44:12,63.3667,47.9167,24.98,89,100,3.62
367,Jimo,CN,2021-10-24 04:44:12,36.3897,120.4622,64.18,48,80,6.71
368,Ojinaga,MX,2021-10-24 04:44:12,29.5667,-104.4167,74.57,28,1,8.05
369,The Valley,AI,2021-10-24 04:44:13,18.217,-63.0578,82.26,74,73,19.35
370,Soure,BR,2021-10-24 04:44:13,-0.7167,-48.5233,80.4,82,100,8.97
371,Gigmoto,PH,2021-10-24 04:44:13,13.7796,124.39,78.84,87,100,8.77
372,Nakhon Phanom,TH,2021-10-24 04:44:14,17.3333,104.4167,82.2,59,99,6.69
373,Port Hedland,AU,2021-10-24 04:44:14,-20.3167,118.5667,95.05,20,17,14.97
374,Yenagoa,NG,2021-10-24 04:34:31,4.9247,6.2642,72.82,96,90,3.06
375,Najran,SA,2021-10-24 04:44:14,17.4924,44.1277,61.45,24,7,1.34
376,Syracuse,IT,2021-10-24 04:44:15,37.0881,15.2792,73.45,84,100,20.89
377,Saint-Ambroise,CA,2021-10-24 04:44:15,48.5501,-71.3324,37.22,75,89,8.05
378,Adeje,ES,2021-10-24 04:44:15,28.1227,-16.726,71.98,66,20,6.91
379,Tiksi,RU,2021-10-24 04:44:16,71.6872,128.8694,4.3,93,100,10.74
380,Berezovyy,RU,2021-10-24 04:44:16,51.6667,135.7,49.73,57,1,3.51
381,Manaure,CO,2021-10-24 04:44:16,11.7751,-72.4445,82.42,76,60,17.27
382,Krasnoselkup,RU,2021-10-24 04:44:17,65.7,82.4667,32.86,98,100,15.57
383,Vostok,RU,2021-10-24 04:44:17,46.4856,135.8833,47.55,45,0,8.19
384,Lethbridge,CA,2021-10-24 04:40:06,49.7,-112.8186,45.21,62,20,1.01
385,Goderich,CA,2021-10-24 04:44:17,43.7501,-81.7165,43.12,87,61,5.75
386,Enshi,CN,2021-10-24 04:44:18,30.3,109.4833,67.03,56,33,1.43
387,Umm Kaddadah,SD,2021-10-24 04:44:18,13.6017,26.6876,79.72,23,64,20.62
388,Mount Pleasant,US,2021-10-24 04:44:19,32.7941,-79.8626,60.01,94,1,3.96
389,Lubango,AO,2021-10-24 04:44:19,-14.9172,13.4925,61.68,35,35,3.0
390,Belmonte,BR,2021-10-24 04:44:19,-15.8631,-38.8828,75.7,94,72,5.5
391,Turayf,SA,2021-10-24 04:44:20,31.6725,38.6637,52.05,50,0,6.91
392,Nanton,CA,2021-10-24 04:43:09,50.3501,-113.7687,42.35,92,100,2.75
393,Saint-Augustin,CA,2021-10-24 04:44:20,51.226,-58.6502,40.98,93,100,10.94
394,Santiago Sacatepequez,GT,2021-10-24 04:44:20,14.6353,-90.6764,60.89,93,75,0.0
395,Woodward,US,2021-10-24 04:44:21,36.4337,-99.3904,76.23,63,1,24.16
396,Mogadishu,SO,2021-10-24 04:44:21,2.0371,45.3438,80.47,94,75,11.5
397,Kabo,CF,2021-10-24 04:44:21,7.6994,18.629,70.29,92,84,2.17
398,Fort Nelson,CA,2021-10-24 04:41:24,58.8053,-122.7002,27.99,100,40,4.61
399,Awjilah,LY,2021-10-24 04:44:22,29.1081,21.2869,68.54,41,33,9.28
400,Oriximina,BR,2021-10-24 04:40:42,-1.7656,-55.8661,75.63,92,100,1.77
401,Lady Frere,ZA,2021-10-24 04:44:22,-31.7031,27.2329,47.55,62,66,6.44
402,Kavieng,PG,2021-10-24 04:44:22,-2.5744,150.7967,84.63,72,37,11.36
403,Rafai,CF,2021-10-24 04:44:23,4.95,23.9167,69.53,96,30,1.14
404,Acapulco,MX,2021-10-24 04:39:25,16.8634,-99.8901,75.79,86,100,9.66
405,Gushikawa,JP,2021-10-24 04:44:23,26.3544,127.8686,80.6,61,20,13.8
406,Kanniyakumari,IN,2021-10-24 04:44:23,8.0833,77.5667,82.63,75,100,12.06
407,Porto Walter,BR,2021-10-24 04:44:24,-8.2686,-72.7439,79.99,71,76,3.83
408,Nioro,GM,2021-10-24 04:44:24,13.35,-15.75,74.46,94,100,3.96
409,Ahipara,NZ,2021-10-24 04:44:24,-35.1667,173.1667,63.25,82,16,6.11
410,Otradnoye,RU,2021-10-24 04:44:25,59.7775,30.8181,33.85,91,78,7.58
411,Tias,ES,2021-10-24 04:44:25,28.9611,-13.645,67.75,72,0,5.75
412,Pacific Grove,US,2021-10-24 04:44:25,36.6177,-121.9166,60.3,78,100,1.01
413,Les Cayes,HT,2021-10-24 04:44:26,18.2,-73.75,77.07,83,78,3.24
414,Dingle,PH,2021-10-24 04:44:26,10.9995,122.6711,85.6,73,76,5.28
415,Mumbwa,ZM,2021-10-24 04:44:26,-14.9783,27.0619,79.34,32,94,2.42
416,Comodoro Rivadavia,AR,2021-10-24 04:44:27,-45.8667,-67.5,51.66,35,0,34.52
417,Thessalon,CA,2021-10-24 04:44:27,46.2501,-83.5666,44.89,81,88,11.16
418,Vaitape,PF,2021-10-24 04:44:27,-16.5167,-151.75,76.68,85,89,13.91
419,Chicama,PE,2021-10-24 04:44:27,-7.8447,-79.1469,64.0,83,58,5.17
420,Celestun,MX,2021-10-24 04:44:28,20.8667,-90.4,77.76,85,57,10.27
421,Gizo,SB,2021-10-24 04:44:28,-8.103,156.8419,85.55,65,14,4.29
422,Eagle Pass,US,2021-10-24 04:44:29,28.7091,-100.4995,78.28,59,0,12.88
423,Mozarlandia,BR,2021-10-24 04:44:29,-14.7447,-50.5706,79.29,62,100,6.31
424,Innisfail,AU,2021-10-24 04:44:29,-17.5333,146.0333,94.87,56,19,8.1
425,Shatoy,RU,2021-10-24 04:44:30,42.8714,45.6886,40.03,64,0,1.32
426,Havre-Saint-Pierre,CA,2021-10-24 04:44:30,50.2334,-63.5986,46.99,100,90,5.75
427,Yumen,CN,2021-10-24 04:44:30,40.2833,97.2,52.34,23,84,5.79
428,Nome,US,2021-10-24 04:44:31,64.5011,-165.4064,28.47,80,1,0.0
429,Flinders,AU,2021-10-24 04:44:31,-34.5833,150.8552,71.8,55,23,9.33
430,Henties Bay,NA,2021-10-24 04:44:31,-22.116,14.2845,57.85,88,49,4.9
431,Abatskoye,RU,2021-10-24 04:44:32,56.2875,70.4555,47.03,78,31,13.69
432,Kidal,ML,2021-10-24 04:44:32,18.4411,1.4078,82.76,39,49,4.65
433,Mayya,RU,2021-10-24 04:44:33,61.7333,130.2811,34.92,99,100,8.39
434,Moundsville,US,2021-10-24 04:44:33,39.9203,-80.7431,51.17,92,100,4.41
435,Mackay,AU,2021-10-24 04:44:33,-21.15,149.2,89.69,51,68,13.8
436,Torquay,GB,2021-10-24 04:44:34,50.4638,-3.5143,56.84,81,100,5.99
437,Fare,PF,2021-10-24 04:44:34,-16.7,-151.0167,76.41,86,93,14.67
438,Bereda,ES,2021-10-24 04:44:34,43.2686,-7.5406,51.55,95,2,2.37
439,Khandbari,NP,2021-10-24 04:44:35,27.3747,87.2039,70.5,78,88,1.66
440,Rio Grande,BR,2021-10-24 04:44:35,-32.035,-52.0986,57.94,91,82,13.35
441,Tongren,CN,2021-10-24 04:44:35,27.7172,109.1853,66.69,47,0,4.63
442,Saint Paul,US,2021-10-24 04:44:13,44.9444,-93.0933,43.77,81,1,0.0
443,Tobermory,CA,2021-10-24 04:44:13,45.2501,-81.6665,37.31,65,49,10.25
444,Changji,CN,2021-10-24 04:44:36,44.0167,87.3167,45.39,65,0,4.47
445,Tambun,ID,2021-10-24 04:44:36,-6.2641,107.0712,91.44,55,40,3.44
446,Kawalu,ID,2021-10-24 04:44:37,-7.3817,108.2082,90.43,50,84,5.08
447,Belaya Gora,RU,2021-10-24 04:44:37,68.5333,146.4167,-4.32,92,93,2.73
448,Palana,RU,2021-10-24 04:44:37,59.1167,159.9667,26.2,77,100,4.94
449,Boa Vista,BR,2021-10-24 04:44:38,2.8197,-60.6733,80.58,78,20,4.61
450,Aubergenville,FR,2021-10-24 04:44:38,48.96,1.8547,41.86,79,1,5.19
451,Sovetskiy,RU,2021-10-24 04:44:38,61.3614,63.5842,32.25,72,36,6.62
452,Kayes,ML,2021-10-24 04:44:39,14.0,-11.0,77.56,74,51,4.23
453,Barinas,VE,2021-10-24 04:44:39,8.6226,-70.2075,74.8,83,52,4.99
454,Soldatskaya,RU,2021-10-24 04:44:39,43.8181,43.8158,46.51,62,60,1.81
455,Borovoy,RU,2021-10-24 04:44:40,55.4333,86.0833,42.08,93,75,20.13
456,Lamu,KE,2021-10-24 04:44:40,-2.2717,40.902,77.22,73,67,5.91
457,Chardara,KZ,2021-10-24 04:41:18,41.2547,67.9692,53.26,37,0,5.99
458,Rawson,AR,2021-10-24 04:44:40,-43.3002,-65.1023,53.65,36,2,18.03
459,Kologriv,RU,2021-10-24 04:44:41,58.8275,44.3178,37.0,92,94,5.26
460,El Fuerte,MX,2021-10-24 04:44:41,26.4189,-108.6194,78.3,71,0,2.95
461,Pilkhuwa,IN,2021-10-24 04:44:42,28.7167,77.65,78.94,49,23,8.5
462,Sabang,ID,2021-10-24 04:44:42,5.8933,95.3214,81.84,73,91,4.68
463,Ixtapa,MX,2021-10-24 04:44:42,20.7,-105.2,81.23,90,100,0.87
464,Coquimbo,CL,2021-10-24 04:41:25,-29.9533,-71.3436,53.33,87,0,6.91
465,Port Macquarie,AU,2021-10-24 04:44:43,-31.4333,152.9167,73.89,68,12,23.02
466,Lata,PT,2021-10-24 04:44:43,40.1629,-8.3327,55.81,67,0,2.44
467,Mildura,AU,2021-10-24 04:44:43,-34.2,142.15,71.56,24,40,10.36
468,Kenora,CA,2021-10-24 04:44:44,49.8167,-94.4337,39.18,100,75,4.61
469,General Roca,AR,2021-10-24 04:44:44,-39.0333,-67.5833,57.61,42,2,29.21
470,Miri,MY,2021-10-24 04:44:44,4.4148,114.0089,86.14,70,40,5.75
471,Buala,SB,2021-10-24 04:44:45,-8.145,159.5921,84.97,70,42,6.69
472,Kolomna,RU,2021-10-24 04:44:45,55.0794,38.7783,38.82,88,100,12.35
473,Humboldt,US,2021-10-24 04:44:45,40.6665,-123.9178,50.29,90,100,8.52
474,Lashio,MM,2021-10-24 04:44:46,22.9333,97.75,70.97,86,96,2.75
475,Samarai,PG,2021-10-24 04:44:46,-10.6167,150.6667,81.77,80,31,10.54
476,Falun,SE,2021-10-24 04:44:46,60.6036,15.626,39.61,86,100,5.44
477,Portobelo,PA,2021-10-24 04:44:47,9.55,-79.65,78.62,86,51,4.63
478,Stephenville,US,2021-10-24 04:44:47,32.2207,-98.2023,75.2,78,1,11.5
479,Axim,GH,2021-10-24 04:44:47,4.8699,-2.2405,76.51,87,82,0.45
480,Oga,IT,2021-10-24 04:44:48,46.4631,10.347,35.69,49,0,2.06
481,Anchorage,US,2021-10-24 04:44:05,61.2181,-149.9003,45.86,79,1,0.0
482,Sept-Iles,CA,2021-10-24 04:44:48,50.2001,-66.3821,45.12,100,90,2.3
483,Honningsvag,NO,2021-10-24 04:44:48,70.9821,25.9704,39.29,54,97,16.46
484,Marakkanam,IN,2021-10-24 04:44:49,12.2,79.95,84.96,65,100,0.89
485,Pocoes,BR,2021-10-24 04:44:49,-14.5297,-40.3653,65.43,99,99,2.39
486,Chapais,CA,2021-10-24 04:44:49,49.7834,-74.8492,33.58,90,100,0.51
487,Salamiyah,SY,2021-10-24 04:44:50,35.0113,37.0532,62.76,73,0,5.03
488,Lagoa,PT,2021-10-24 04:44:50,39.05,-27.9833,66.56,58,64,11.97
489,Aksarka,RU,2021-10-24 04:44:50,66.5606,67.7975,26.58,81,97,19.33
490,Champerico,GT,2021-10-24 04:44:50,14.3,-91.9167,84.34,82,87,9.26
491,San Juan De Uraba,CO,2021-10-24 04:44:51,8.7592,-76.5297,75.79,92,81,8.19
492,Redmond,US,2021-10-24 04:40:46,47.674,-122.1215,53.91,90,52,3.0
493,Amapa,BR,2021-10-24 04:44:51,1.0,-52.0,72.14,97,76,2.08
494,Nambucca Heads,AU,2021-10-24 04:44:52,-30.65,153.0,74.17,72,0,20.09
495,Safford,US,2021-10-24 04:44:52,32.834,-109.7076,66.34,41,1,0.0
496,Payyannur,IN,2021-10-24 04:44:52,12.1,75.2,80.94,77,100,3.51
497,Newport,GB,2021-10-24 04:44:53,51.5877,-2.9984,55.76,78,98,19.33
498,Lerwick,GB,2021-10-24 04:44:53,60.1545,-1.1494,53.6,97,100,19.8
499,Kakogawa,JP,2021-10-24 04:44:53,34.7667,134.85,64.36,37,100,4.16
500,Bluefield,US,2021-10-24 04:44:54,37.2698,-81.2223,53.11,80,90,0.0
501,Chumikan,RU,2021-10-24 04:44:54,54.7183,135.315,46.54,56,82,16.69
502,Eureka,US,2021-10-24 04:44:54,40.8021,-124.1637,59.36,76,100,4.0
503,Sangar,RU,2021-10-24 04:44:55,63.9242,127.4739,21.13,94,100,6.8
504,Kaka,TM,2021-10-24 04:44:55,37.3482,59.6143,59.25,20,0,8.39
505,Dunedin,NZ,2021-10-24 04:44:55,-45.8742,170.5036,56.8,77,79,5.01
506,Nombre De Dios,MX,2021-10-24 04:44:56,23.85,-104.2333,61.03,60,0,5.99
507,Baley,RU,2021-10-24 04:44:56,51.6,116.6333,42.03,49,56,5.84
508,Burnie,AU,2021-10-24 04:44:56,-41.0667,145.9167,60.94,40,30,9.62
509,Nea Efesos,GR,2021-10-24 04:44:57,40.23,22.4964,59.2,80,78,4.7
510,Odienne,CI,2021-10-24 04:44:57,9.51,-7.5692,70.23,95,36,2.06
511,Nalut,LY,2021-10-24 04:44:57,30.3333,10.85,67.14,60,81,6.71
512,Petropavlovsk-Kamchatskiy,RU,2021-10-24 04:44:58,53.0452,158.6483,41.59,61,40,2.24
513,Harper,LR,2021-10-24 04:44:58,4.375,-7.7169,76.87,88,77,5.44
514,Goba,ET,2021-10-24 04:44:58,7.0167,39.9833,54.16,59,8,1.9
515,Poum,NC,2021-10-24 04:44:59,-20.2333,164.0167,74.84,75,27,5.19
516,Vredendal,ZA,2021-10-24 04:44:59,-31.6683,18.5012,57.07,67,0,4.27
517,Bingol,TR,2021-10-24 04:45:00,38.8847,40.4939,34.32,60,0,1.14
518,Erenhot,CN,2021-10-24 04:45:00,43.6475,111.9767,53.33,18,0,10.45
519,Road Town,VG,2021-10-24 04:41:56,18.4167,-64.6167,81.19,64,20,15.19
520,Tianpeng,CN,2021-10-24 04:45:00,30.9866,103.9393,62.64,66,98,4.54
521,Talgar,KZ,2021-10-24 04:45:01,43.3027,77.2395,37.56,81,0,0.0
522,Caravelas,BR,2021-10-24 04:45:02,-17.7125,-39.2481,72.7,96,72,2.24
523,Parrita,CR,2021-10-24 04:45:03,9.5201,-84.3225,78.57,90,23,3.8
524,Salvador,SV,2021-10-24 04:42:02,13.8333,-88.9167,70.2,97,100,0.94
525,Wanxian,CN,2021-10-24 04:45:03,30.8039,108.3897,70.81,57,19,1.41
526,Ferkessedougou,CI,2021-10-24 04:45:04,9.6,-5.2,71.38,94,42,3.06
527,Fuyu,CN,2021-10-24 04:45:05,45.1833,124.8167,59.14,28,0,13.47
528,Kipushi,CD,2021-10-24 04:45:05,-11.7667,27.2333,71.15,50,60,4.14
529,Buchanan,LR,2021-10-24 04:45:06,5.8808,-10.0467,75.52,90,100,4.18
530,Aranos,NA,2021-10-24 04:45:06,-24.1333,19.1167,53.46,64,1,12.24
531,Prince Rupert,CA,2021-10-24 04:45:07,54.3161,-130.3201,47.89,73,97,13.8
532,Kenai,US,2021-10-24 04:45:07,60.5544,-151.2583,44.15,74,1,12.66
533,Nhulunbuy,AU,2021-10-24 04:45:08,-12.2333,136.7667,90.21,51,40,12.66
534,Shingu,JP,2021-10-24 04:45:08,33.7333,135.9833,68.99,48,59,5.7
535,Saint George,US,2021-10-24 04:45:08,37.1041,-113.5841,64.94,40,1,5.01
536,Moindou,NC,2021-10-24 04:45:09,-21.6924,165.677,76.95,69,17,10.51
537,Dawson Creek,CA,2021-10-24 04:45:09,55.7666,-120.2362,38.55,100,40,3.44
538,Taltal,CL,2021-10-24 04:45:10,-25.4,-70.4833,57.63,76,1,1.68
539,Exu,BR,2021-10-24 04:45:10,-7.5119,-39.7242,81.01,79,91,3.24
540,Aguas Vermelhas,BR,2021-10-24 04:45:11,-15.7472,-41.46,64.72,99,39,3.44
541,Jutai,BR,2021-10-24 04:45:11,-5.1833,-68.9,74.41,93,6,2.48
542,Laramie,US,2021-10-24 04:45:12,41.3114,-105.5911,45.03,68,75,1.99
543,Antofagasta,CL,2021-10-24 04:44:50,-23.65,-70.4,58.28,77,29,7.58
544,Shubarshi,KZ,2021-10-24 04:45:12,48.5872,57.1869,48.85,31,24,14.54
545,Quelimane,MZ,2021-10-24 04:45:13,-17.8786,36.8883,75.15,83,0,8.99
546,Novovasylivka,UA,2021-10-24 04:45:13,46.8315,35.7536,45.61,58,95,6.8
547,Moose Factory,CA,2021-10-24 04:45:13,51.2585,-80.6094,33.8,100,90,2.3
548,Udachnyy,RU,2021-10-24 04:45:14,66.4167,112.4,27.03,90,100,18.25
549,San Matias,BO,2021-10-24 04:45:14,-16.3667,-58.4,85.21,51,44,6.42
550,Nokaneng,BW,2021-10-24 04:45:14,-19.6667,22.2667,72.01,17,18,8.37
