City_ID,City,Country,Date,Lat,Lng,Weather Description,Max Temp,Humidity,Cloudiness,Wind Speed
261,Waipawa,NZ,2021-10-25 00:51:03,-41.4122,175.5153,scattered clouds,61.43,72,48,7.92
262,Coihaique,CL,2021-10-25 00:49:17,-45.5752,-72.0662,moderate rain,46.35,81,90,5.75
263,Belmonte,BR,2021-10-25 00:51:03,-15.8631,-38.8828,broken clouds,77.5,92,66,6.49
264,Kolpashevo,RU,2021-10-25 00:51:04,58.3131,82.9089,light rain,41.13,94,100,8.52
265,Kenner,US,2021-10-25 00:51:04,29.9941,-90.2417,overcast clouds,79.0,69,90,4.0
266,Shagamu,NG,2021-10-25 00:51:04,6.8432,3.6478,scattered clouds,78.58,91,36,3.09
267,Ballina,AU,2021-10-25 00:51:05,-28.8667,153.5667,broken clouds,75.16,72,75,12.66
268,Port Macquarie,AU,2021-10-25 00:51:05,-31.4333,152.9167,few clouds,74.89,54,17,8.28
269,Pevek,RU,2021-10-25 00:46:46,69.7008,170.3133,overcast clouds,8.13,91,100,4.29
270,Port Shepstone,ZA,2021-10-25 00:51:05,-30.7414,30.455,broken clouds,61.88,75,81,6.64
271,Naze,JP,2021-10-25 00:51:06,28.3667,129.4833,broken clouds,65.32,80,62,2.84
272,Arraial Do Cabo,BR,2021-10-25 00:46:24,-22.9661,-42.0278,overcast clouds,71.71,90,100,18.37
273,Itaituba,BR,2021-10-25 00:51:06,-4.2761,-55.9836,light rain,78.67,76,100,2.1
274,Nesbyen,NO,2021-10-25 00:51:07,60.5681,9.1027,overcast clouds,49.64,84,100,5.03
275,Ossora,RU,2021-10-25 00:51:07,59.2353,163.0719,scattered clouds,27.28,89,33,4.52
276,Komsomolskiy,UZ,2021-10-25 00:51:07,40.4272,71.7189,clear sky,40.42,60,0,6.91
277,Dingle,PH,2021-10-25 00:48:07,10.9995,122.6711,overcast clouds,82.47,80,92,1.52
278,Aguimes,ES,2021-10-25 00:51:08,27.9054,-15.4461,scattered clouds,68.63,69,40,10.36
279,Port Elizabeth,ZA,2021-10-25 00:49:16,-33.918,25.5701,clear sky,50.09,93,0,3.44
280,Pulandian,CN,2021-10-25 00:51:08,39.3953,121.9669,broken clouds,59.13,55,70,8.66
281,General Roca,AR,2021-10-25 00:51:09,-39.0333,-67.5833,overcast clouds,70.2,36,100,36.24
282,Merauke,ID,2021-10-25 00:51:09,-8.4667,140.3333,overcast clouds,85.71,67,100,5.48
283,Chalus,IR,2021-10-25 00:51:09,36.655,51.4204,clear sky,53.06,87,0,0.0
284,Progreso,MX,2021-10-25 00:51:10,21.2833,-89.6667,scattered clouds,80.96,84,45,8.48
285,Whitianga,NZ,2021-10-25 00:47:56,-36.8333,175.7,overcast clouds,66.02,97,100,6.2
286,Yauya,PE,2021-10-25 00:51:10,-8.9833,-77.3,light rain,55.35,69,30,4.72
287,Asau,RO,2021-10-25 00:51:11,46.4333,26.4,few clouds,34.72,88,12,2.57
288,Bilma,NE,2021-10-25 00:51:11,18.6853,12.9164,clear sky,81.88,13,0,4.43
289,San Patricio,US,2021-10-25 00:51:11,28.017,-97.5169,clear sky,83.53,78,0,12.08
290,Vostok,RU,2021-10-25 00:48:52,46.4856,135.8833,clear sky,46.45,47,1,3.58
291,Lakes Entrance,AU,2021-10-25 00:51:12,-37.8811,147.981,scattered clouds,60.17,58,34,14.07
292,Surt,LY,2021-10-25 00:51:12,31.2089,16.5887,overcast clouds,75.83,74,98,15.21
293,Saint-Pierre,RE,2021-10-25 00:51:12,-21.3393,55.4781,scattered clouds,71.28,77,40,6.91
294,Nyagan,RU,2021-10-25 00:51:13,62.1406,65.3936,overcast clouds,30.34,76,100,1.77
295,Tambopata,PE,2021-10-25 00:51:13,-12.7333,-69.1833,heavy intensity rain,66.42,90,100,9.57
296,Mafinga,TZ,2021-10-25 00:51:13,-7.25,35.0667,broken clouds,73.17,46,76,3.47
297,Umm Lajj,SA,2021-10-25 00:46:25,25.0213,37.2685,clear sky,76.5,61,0,9.55
298,Bayir,TR,2021-10-25 00:51:14,37.2687,28.2167,clear sky,55.92,80,8,4.85
299,Zhangye,CN,2021-10-25 00:51:14,38.9342,100.4517,overcast clouds,43.12,36,100,6.22
300,Ariquemes,BR,2021-10-25 00:51:14,-9.9133,-63.0408,heavy intensity rain,73.76,93,96,8.05
301,Rio Gallegos,AR,2021-10-25 00:51:15,-51.6226,-69.2181,clear sky,41.05,38,0,17.27
302,Kroya,ID,2021-10-25 00:51:15,-7.6331,109.2461,overcast clouds,80.13,76,100,6.11
303,Kalmunai,LK,2021-10-25 00:51:15,7.4167,81.8167,moderate rain,77.7,84,83,8.79
304,Saint-Philippe,RE,2021-10-25 00:51:16,-21.3585,55.7679,scattered clouds,71.19,83,45,14.52
305,Nador,MA,2021-10-25 00:51:16,35.174,-2.9287,scattered clouds,62.85,88,40,3.44
306,Saldanha,ZA,2021-10-25 00:49:27,-33.0117,17.9442,clear sky,51.85,75,0,12.19
307,Anloga,GH,2021-10-25 00:51:16,5.7947,0.8973,clear sky,79.02,82,0,7.81
308,Ust-Kut,RU,2021-10-25 00:51:17,56.7938,105.7672,overcast clouds,39.15,78,100,11.81
309,Jiangyou,CN,2021-10-25 00:51:17,31.7667,104.7167,overcast clouds,58.86,85,100,1.16
310,Ilulissat,GL,2021-10-25 00:48:41,69.2167,-51.1,overcast clouds,1.36,74,85,6.85
311,Riberalta,BO,2021-10-25 00:51:18,-10.9833,-66.1,heavy intensity rain,70.86,96,100,7.45
312,Verkhnevilyuysk,RU,2021-10-25 00:51:18,63.4453,120.3167,overcast clouds,32.45,96,100,4.41
313,Tautira,PF,2021-10-25 00:51:18,-17.7333,-149.15,overcast clouds,73.42,84,100,16.96
314,Gezing,AT,2021-10-25 00:51:19,47.9178,13.1299,clear sky,45.68,97,0,5.75
315,Canton,CN,2021-10-25 00:50:10,23.1167,113.25,clear sky,69.75,58,5,10.38
316,Ternate,ID,2021-10-25 00:51:19,0.8,127.4,scattered clouds,84.07,69,27,2.82
317,Aykhal,RU,2021-10-25 00:51:19,66.0,111.5,light snow,21.43,96,100,5.26
318,Chimore,BO,2021-10-25 00:51:20,-16.9833,-65.1333,overcast clouds,68.76,85,100,2.51
319,Castries,LC,2021-10-25 00:51:20,13.9957,-61.0061,broken clouds,80.67,75,64,17.69
320,Natal,BR,2021-10-25 00:51:20,-5.795,-35.2094,few clouds,79.45,83,20,8.05
321,Freetown,SL,2021-10-25 00:51:21,8.484,-13.2299,thunderstorm,76.71,83,75,6.91
322,Rimbey,CA,2021-10-25 00:48:12,52.6334,-114.2353,overcast clouds,47.32,60,100,16.49
323,Sisimiut,GL,2021-10-25 00:51:21,66.9395,-53.6735,scattered clouds,17.94,79,28,10.04
324,Linxia,CN,2021-10-25 00:51:21,35.6003,103.2064,overcast clouds,44.96,68,100,2.95
325,Pokhara,NP,2021-10-25 00:51:22,28.2333,83.9833,clear sky,59.76,61,0,6.78
326,Ust-Nera,RU,2021-10-25 00:51:22,64.5667,143.2,light snow,12.99,93,100,6.26
327,Rheinbach,DE,2021-10-25 00:51:23,50.6256,6.9491,clear sky,45.43,89,0,5.99
328,Qaqortoq,GL,2021-10-25 00:51:23,60.7167,-46.0333,clear sky,29.17,50,1,7.49
329,Port Lincoln,AU,2021-10-25 00:51:23,-34.7333,135.8667,clear sky,59.29,63,0,14.63
330,Sakakah,SA,2021-10-25 00:51:24,29.9697,40.2064,clear sky,63.97,33,0,6.78
331,Flin Flon,CA,2021-10-25 00:51:24,54.7682,-101.865,clear sky,37.22,77,5,10.2
332,Manutuke,NZ,2021-10-25 00:51:24,-38.6833,177.9167,overcast clouds,73.98,66,86,5.46
333,Ahipara,NZ,2021-10-25 00:49:08,-35.1667,173.1667,clear sky,66.6,69,9,7.02
334,Ushtobe,KZ,2021-10-25 00:51:25,45.2514,77.9838,clear sky,39.31,60,0,8.16
335,Kidal,ML,2021-10-25 00:47:56,18.4411,1.4078,broken clouds,89.73,22,84,9.98
336,Lodja,CD,2021-10-25 00:46:42,-3.4833,23.4333,light rain,70.0,99,100,1.21
337,Sunrise Manor,US,2021-10-25 00:51:25,36.2111,-115.0731,clear sky,77.99,30,1,13.8
338,Sinegorye,RU,2021-10-25 00:51:26,62.0788,150.477,scattered clouds,12.9,83,25,5.37
339,Macuspana,MX,2021-10-25 00:51:26,17.7667,-92.6,few clouds,84.96,87,16,2.93
340,Taltal,CL,2021-10-25 00:51:27,-25.4,-70.4833,few clouds,60.24,78,22,2.91
341,Havelock,US,2021-10-25 00:51:27,34.8791,-76.9013,clear sky,73.35,90,1,6.91
342,Atambua,ID,2021-10-25 00:49:18,-9.1061,124.8925,overcast clouds,86.04,54,86,2.57
343,La Rioja,ES,2021-10-25 00:51:27,42.25,-2.5,clear sky,40.48,44,0,6.02
344,Leshukonskoye,RU,2021-10-25 00:51:28,64.8989,45.7622,scattered clouds,25.07,91,45,9.37
345,Northam,GB,2021-10-25 00:48:54,51.0333,-4.2167,light rain,57.09,94,22,14.32
346,Kahului,US,2021-10-25 00:47:28,20.8947,-156.47,scattered clouds,84.22,73,40,24.16
347,Conceicao Da Barra,BR,2021-10-25 00:51:28,-18.5933,-39.7322,broken clouds,75.42,92,80,9.1
348,Yulara,AU,2021-10-25 00:51:28,-25.2406,130.9889,clear sky,76.84,25,0,16.11
349,Santa Isabel,BR,2021-10-25 00:51:29,-23.3156,-46.2214,light rain,63.66,97,100,4.23
350,Khvoynaya,RU,2021-10-25 00:51:29,58.9,34.5333,overcast clouds,28.65,83,100,4.92
351,Vesoul,FR,2021-10-25 00:51:29,47.5833,5.8333,clear sky,51.49,88,5,1.52
352,Preobrazheniye,RU,2021-10-25 00:51:30,42.9019,133.9064,clear sky,54.84,54,0,3.89
353,Rebrikha,RU,2021-10-25 00:51:30,53.0733,82.3408,overcast clouds,42.49,63,100,14.27
354,Belyy Yar,RU,2021-10-25 00:51:31,53.6039,91.3903,clear sky,46.29,66,0,6.71
355,Akyab,MM,2021-10-25 00:51:31,20.15,92.9,scattered clouds,76.39,79,25,5.86
356,Nampula,MZ,2021-10-25 00:51:31,-15.1165,39.2666,clear sky,71.55,88,0,13.8
357,Prince Rupert,CA,2021-10-25 00:51:32,54.3161,-130.3201,overcast clouds,56.89,40,100,19.57
358,Kattivakkam,IN,2021-10-25 00:51:32,13.2167,80.3167,overcast clouds,78.89,81,100,6.08
359,Tiarei,PF,2021-10-25 00:51:32,-17.5333,-149.3333,light rain,73.42,86,100,14.58
360,Talnakh,RU,2021-10-25 00:51:33,69.4865,88.3972,snow,27.3,97,100,7.7
361,Moron,AR,2021-10-25 00:51:16,-34.6534,-58.6198,clear sky,69.55,42,0,1.01
362,Antsirabe,MG,2021-10-25 00:51:33,-19.85,47.0333,broken clouds,62.35,79,70,2.8
363,Necochea,AR,2021-10-25 00:48:07,-38.5473,-58.7368,clear sky,62.04,45,0,18.99
364,Fort Saint James,CA,2021-10-25 00:51:34,54.4333,-124.25,overcast clouds,44.6,66,100,5.39
365,Hasaki,JP,2021-10-25 00:47:26,35.7333,140.8333,broken clouds,64.8,50,83,10.49
366,Varzelandia,BR,2021-10-25 00:51:34,-15.7014,-44.0275,overcast clouds,70.95,88,100,2.91
367,Hibbing,US,2021-10-25 00:51:34,47.4272,-92.9377,clear sky,36.86,75,1,5.75
368,Halapitan,PH,2021-10-25 00:51:35,7.9175,125.33,few clouds,83.34,68,24,0.74
369,Impfondo,CG,2021-10-25 00:51:35,1.6381,18.0667,overcast clouds,70.75,88,100,1.36
370,Solwezi,ZM,2021-10-25 00:51:35,-12.1688,26.3894,overcast clouds,67.05,76,100,1.36
371,Lakatoro,VU,2021-10-25 00:48:00,-16.0999,167.4164,few clouds,82.2,74,24,6.87
372,Chokurdakh,RU,2021-10-25 00:46:42,70.6333,147.9167,overcast clouds,-3.82,98,100,2.24
373,Vilhena,BR,2021-10-25 00:51:36,-12.7406,-60.1458,light rain,68.74,97,100,4.47
374,Honningsvag,NO,2021-10-25 00:51:36,70.9821,25.9704,scattered clouds,35.51,69,42,14.18
375,Le Port,RE,2021-10-25 00:51:36,-20.9373,55.2919,scattered clouds,71.6,90,49,9.53
376,Lovington,US,2021-10-25 00:51:37,32.944,-103.3485,clear sky,75.42,30,0,4.14
377,North Bend,US,2021-10-25 00:47:51,43.4065,-124.2243,broken clouds,57.85,80,75,29.93
378,Faanui,PF,2021-10-25 00:50:46,-16.4833,-151.75,moderate rain,75.78,90,100,11.03
379,Mayo,US,2021-10-25 00:50:36,38.8876,-76.5119,clear sky,66.29,86,1,1.99
380,Muros,ES,2021-10-25 00:51:37,42.7762,-9.0603,scattered clouds,58.08,93,46,2.95
381,Bonavista,CA,2021-10-25 00:48:10,48.6499,-53.1147,overcast clouds,55.11,81,100,25.75
382,Cozumel,MX,2021-10-25 00:50:02,20.5083,-86.9458,light rain,82.11,86,72,9.13
383,Benjamin Hill,MX,2021-10-25 00:51:38,30.1667,-111.1,clear sky,74.23,40,0,7.58
384,Svetlogorsk,BY,2021-10-25 00:51:38,52.6333,29.7333,few clouds,30.72,88,17,4.52
385,Kumi,KR,2021-10-25 00:51:39,36.1136,128.336,overcast clouds,51.48,56,96,3.27
386,Leticia,CO,2021-10-25 00:51:39,-4.2153,-69.9406,clear sky,77.05,94,0,4.61
387,Yaan,NG,2021-10-25 00:51:39,7.3833,8.5667,broken clouds,74.84,85,60,2.75
388,Freeport,US,2021-10-25 00:51:15,40.6576,-73.5832,clear sky,59.99,69,1,5.99
389,Samandag,TR,2021-10-25 00:51:40,36.0842,35.9771,clear sky,65.28,76,1,3.85
390,Kutum,SD,2021-10-25 00:51:40,14.2,24.6667,clear sky,73.04,27,7,9.22
391,Kernersville,US,2021-10-25 00:51:40,36.1199,-80.0736,overcast clouds,64.62,82,90,5.75
392,Cairns,AU,2021-10-25 00:51:22,-16.9167,145.7667,clear sky,90.95,62,3,1.01
393,Yamada,JP,2021-10-25 00:51:41,39.4667,141.95,clear sky,61.23,55,3,3.38
394,Lamu,KE,2021-10-25 00:51:41,-2.2717,40.902,broken clouds,79.02,89,84,6.71
395,Chernyshevskiy,RU,2021-10-25 00:51:41,63.0128,112.4714,light snow,32.13,98,100,7.31
396,Newport,GB,2021-10-25 00:49:20,51.5877,-2.9984,broken clouds,56.86,92,70,14.36
397,Portland,US,2021-10-25 00:48:04,45.5234,-122.6762,overcast clouds,56.17,75,92,5.01
398,Areosa,PT,2021-10-25 00:51:42,41.7178,-8.8571,few clouds,62.91,86,18,1.81
399,Yar-Sale,RU,2021-10-25 00:51:42,66.8333,70.8333,few clouds,22.28,80,18,13.22
400,Muhos,FI,2021-10-25 00:51:43,64.808,25.9931,light snow,33.58,98,100,8.05
401,Salalah,OM,2021-10-25 00:51:43,17.0151,54.0924,few clouds,74.52,80,13,3.2
402,Bintulu,MY,2021-10-25 00:51:43,3.1667,113.0333,few clouds,77.41,100,20,5.01
403,El Dorado,US,2021-10-25 00:51:43,38.7666,-120.5177,heavy intensity rain,59.61,99,100,8.01
404,Nagato,JP,2021-10-25 00:51:44,34.3833,131.2,overcast clouds,62.51,64,100,8.46
405,Unity,CA,2021-10-25 00:51:44,52.4501,-109.1682,clear sky,39.25,83,7,17.2
406,Constitucion,CL,2021-10-25 00:51:45,-35.3333,-72.4167,clear sky,54.43,87,0,13.73
407,Olenino,RU,2021-10-25 00:51:45,56.2092,33.4889,scattered clouds,28.62,92,30,4.16
408,Derzhavinsk,KZ,2021-10-25 00:51:45,51.1,66.3167,overcast clouds,43.57,48,100,11.99
409,Bhimunipatnam,IN,2021-10-25 00:51:46,17.8833,83.4333,few clouds,76.51,77,22,4.18
410,Roela,EE,2021-10-25 00:51:46,59.1667,26.5926,overcast clouds,41.22,92,100,11.86
411,Zyryanka,RU,2021-10-25 00:51:46,65.75,150.85,overcast clouds,5.83,70,100,4.74
412,Atlantis,ZA,2021-10-25 00:51:47,-33.5667,18.4834,clear sky,56.34,81,0,8.03
413,Lingao,CN,2021-10-25 00:50:38,19.9103,109.6859,overcast clouds,73.29,76,100,12.77
414,Quatre Cocos,MU,2021-10-25 00:51:47,-20.2078,57.7625,overcast clouds,74.08,75,92,15.39
415,Hudson Bay,CA,2021-10-25 00:51:47,52.85,-102.3842,clear sky,36.01,72,6,6.51
416,Pulsano,IT,2021-10-25 00:51:48,40.3821,17.3564,broken clouds,63.82,73,53,10.0
417,Itarema,BR,2021-10-25 00:51:37,-2.9248,-39.9167,clear sky,79.54,75,3,14.56
418,Yegros,PY,2021-10-25 00:51:48,-26.45,-56.4,clear sky,58.24,69,0,5.01
419,Westport,US,2021-10-25 00:49:54,41.1415,-73.3579,overcast clouds,58.98,77,90,7.0
420,Loiza,PR,2021-10-25 00:51:49,18.4313,-65.8802,scattered clouds,82.4,85,40,0.0
421,Mahibadhoo,MV,2021-10-25 00:51:49,3.7833,72.9667,few clouds,83.07,69,22,13.13
422,Grojec,PL,2021-10-25 00:51:49,51.8625,20.8676,scattered clouds,39.38,78,33,7.92
423,Hue,VN,2021-10-25 00:49:07,16.4667,107.6,mist,69.91,94,75,4.61
424,Aklavik,CA,2021-10-25 00:51:50,68.2191,-135.0107,overcast clouds,20.23,96,100,2.04
425,El Alto,PE,2021-10-25 00:51:50,-4.2714,-81.2147,overcast clouds,63.55,86,100,15.97
426,Biak,ID,2021-10-25 00:51:51,-0.9131,122.8766,scattered clouds,83.86,60,30,2.42
427,Anzio,IT,2021-10-25 00:51:51,41.4853,12.6179,overcast clouds,63.59,70,100,7.61
428,Vila Franca Do Campo,PT,2021-10-25 00:51:51,37.7167,-25.4333,clear sky,63.01,79,1,4.12
429,Vao,NC,2021-10-25 00:48:39,-22.6667,167.4833,few clouds,70.65,69,17,10.07
430,Blytheville,US,2021-10-25 00:51:52,35.9273,-89.919,clear sky,77.99,64,1,13.0
431,Jacqueville,CI,2021-10-25 00:51:52,5.2052,-4.4146,light rain,78.71,86,100,9.42
432,Wawa,NG,2021-10-25 00:51:52,9.9022,4.4192,few clouds,76.93,72,16,2.91
433,Chima,IN,2021-10-25 00:51:53,30.6854,76.0863,clear sky,62.33,73,0,5.14
434,Grand Forks,US,2021-10-25 00:51:53,47.9417,-97.4337,broken clouds,42.73,68,75,9.22
435,Tocopilla,CL,2021-10-25 00:51:53,-22.092,-70.1979,few clouds,60.31,72,11,2.75
436,Barguzin,RU,2021-10-25 00:51:54,53.6167,109.6167,light rain,38.14,95,90,7.23
437,Codrington,AU,2021-10-25 00:51:54,-38.2667,141.9667,broken clouds,55.26,61,58,11.88
438,Sorland,NO,2021-10-25 00:51:54,67.667,12.6934,overcast clouds,46.92,96,100,19.35
439,Olavarria,AR,2021-10-25 00:51:55,-36.8927,-60.3225,clear sky,66.02,48,0,14.99
440,Homer,US,2021-10-25 00:51:55,59.6425,-151.5483,light rain,46.29,80,1,10.36
441,Kushiro,JP,2021-10-25 00:51:55,42.975,144.3747,few clouds,54.55,71,20,1.14
442,Mount Gambier,AU,2021-10-25 00:51:56,-37.8333,140.7667,overcast clouds,55.31,62,90,9.22
443,Kaliua,TZ,2021-10-25 00:51:56,-5.0606,31.7936,overcast clouds,69.71,69,99,3.51
444,Nelson Bay,AU,2021-10-25 00:47:39,-32.7167,152.15,clear sky,75.96,53,0,3.0
445,Kortkeros,RU,2021-10-25 00:51:57,61.8106,51.5806,overcast clouds,28.4,87,100,7.34
446,Milkovo,RU,2021-10-25 00:51:57,54.7167,158.6167,few clouds,34.12,65,21,5.75
447,Monrovia,LR,2021-10-25 00:51:57,6.3005,-10.7969,heavy intensity rain,75.24,94,100,5.64
448,Wanaka,NZ,2021-10-25 00:51:58,-44.7,169.15,overcast clouds,72.1,49,98,5.01
449,Marsh Harbour,BS,2021-10-25 00:49:16,26.5412,-77.0636,overcast clouds,80.46,78,100,13.42
450,Fort Nelson,CA,2021-10-25 00:51:58,58.8053,-122.7002,clear sky,38.79,70,1,2.3
451,Moranbah,AU,2021-10-25 00:51:58,-22.0016,148.0466,overcast clouds,88.43,33,99,7.72
452,Djenne,ML,2021-10-25 00:51:59,13.9061,-4.5533,few clouds,84.29,50,14,8.14
453,Safaga,EG,2021-10-25 00:51:59,26.7292,33.9365,clear sky,69.75,47,0,13.6
454,Rovaniemi,FI,2021-10-25 00:51:59,66.5,25.7167,light snow,27.81,93,90,11.5
455,Tibiri,NE,2021-10-25 00:52:00,13.5627,7.0485,few clouds,83.97,14,24,9.1
456,Balakovo,RU,2021-10-25 00:52:00,52.0278,47.8007,overcast clouds,39.85,80,100,8.95
457,Kawalu,ID,2021-10-25 00:52:00,-7.3817,108.2082,overcast clouds,76.12,88,92,3.87
458,Ippy,CF,2021-10-25 00:52:01,6.2679,21.2247,light rain,69.35,94,100,0.25
459,Contamana,PE,2021-10-25 00:52:01,-7.3333,-75.0167,few clouds,85.17,57,12,5.03
460,Kubachi,RU,2021-10-25 00:52:01,42.086,47.6034,overcast clouds,39.76,76,100,1.66
461,Namibe,AO,2021-10-25 00:52:02,-15.1961,12.1522,clear sky,62.56,86,8,8.28
462,Mount Pleasant,US,2021-10-25 00:52:02,32.7941,-79.8626,clear sky,72.99,89,1,3.0
463,Zhezkazgan,KZ,2021-10-25 00:52:03,47.8043,67.7144,overcast clouds,41.86,50,100,7.61
464,Mamallapuram,IN,2021-10-25 00:52:03,12.6264,80.1722,overcast clouds,78.85,82,100,7.38
465,Horasan,TR,2021-10-25 00:52:03,40.0458,42.1728,few clouds,41.25,50,23,2.57
466,Balikpapan,ID,2021-10-25 00:49:15,-1.2675,116.8289,moderate rain,81.59,94,40,3.44
467,Washougal,US,2021-10-25 00:52:04,45.5826,-122.3534,overcast clouds,56.35,73,90,11.5
468,Rabo De Peixe,PT,2021-10-25 00:52:04,37.8,-25.5833,few clouds,62.11,77,20,6.91
469,Gerash,IR,2021-10-25 00:52:04,27.6652,54.1371,clear sky,60.94,38,0,5.5
470,Aripuana,BR,2021-10-25 00:52:05,-9.1667,-60.6333,moderate rain,76.8,79,23,0.83
471,Saint-Augustin,CA,2021-10-25 00:52:05,51.226,-58.6502,overcast clouds,42.33,72,100,23.38
472,Bundibugyo,UG,2021-10-25 00:52:05,0.7414,30.0417,overcast clouds,66.58,82,85,2.82
473,Muisne,EC,2021-10-25 00:52:06,0.6,-80.0333,light rain,76.1,86,100,7.72
474,Urubamba,PE,2021-10-25 00:52:06,-13.3047,-72.1158,broken clouds,65.3,85,63,6.64
475,Mananjary,MG,2021-10-25 00:52:06,-21.2167,48.3333,light rain,75.49,91,59,10.45
476,Nemuro,JP,2021-10-25 00:52:07,43.3236,145.575,clear sky,55.83,70,0,4.97
477,Vila Velha,BR,2021-10-25 00:49:43,-20.3297,-40.2925,scattered clouds,80.55,78,40,11.5
478,Pinkafeld,AT,2021-10-25 00:52:07,47.3667,16.1167,clear sky,41.7,86,5,6.2
479,Beisfjord,NO,2021-10-25 00:52:08,68.3751,17.5988,light snow,34.97,90,100,7.52
480,Pontianak,ID,2021-10-25 00:52:08,-0.0333,109.3333,few clouds,80.58,83,20,3.44
481,Muchkapskiy,RU,2021-10-25 00:52:09,51.8513,42.4717,few clouds,32.9,75,19,15.39
482,Pringsewu,ID,2021-10-25 00:52:09,-5.3582,104.9744,overcast clouds,80.82,84,96,2.71
483,Port Hardy,CA,2021-10-25 00:49:24,50.6996,-127.4199,broken clouds,51.8,81,75,24.16
484,Umm Kaddadah,SD,2021-10-25 00:52:09,13.6017,26.6876,clear sky,81.84,22,6,18.23
485,Nizhniy Odes,RU,2021-10-25 00:52:10,63.6445,54.856,overcast clouds,26.53,92,100,4.29
486,Rockland,US,2021-10-25 00:52:10,41.1668,-74.0496,overcast clouds,57.72,85,100,3.2
487,Bolkhov,RU,2021-10-25 00:52:10,53.4433,36.0044,clear sky,28.72,94,8,7.81
488,Broken Hill,AU,2021-10-25 00:52:11,-31.95,141.4333,clear sky,60.51,33,0,10.36
489,Babushkin,RU,2021-10-25 00:52:11,51.7122,105.8647,light rain,43.12,65,97,5.86
490,Maneadero,MX,2021-10-25 00:52:11,31.7167,-116.5667,clear sky,64.09,78,4,1.01
491,Lloydminster,CA,2021-10-25 00:52:12,53.2835,-110.0016,scattered clouds,47.88,81,40,24.16
492,Abha,SA,2021-10-25 00:52:01,18.2164,42.5053,clear sky,55.22,67,0,0.0
493,Prainha,BR,2021-10-25 00:52:12,-1.8,-53.48,clear sky,78.94,71,7,3.38
494,Port-Gentil,GA,2021-10-25 00:52:12,-0.7193,8.7815,light rain,78.4,86,100,9.44
495,El Carmen,CO,2021-10-25 00:52:13,8.5106,-73.4478,overcast clouds,68.09,98,86,3.31
496,Liku,ID,2021-10-25 00:52:13,-0.7275,119.8922,moderate rain,83.08,73,100,1.88
497,Waddan,LY,2021-10-25 00:52:13,29.1614,16.139,scattered clouds,72.32,47,31,11.86
498,Kabo,CF,2021-10-25 00:52:14,7.6994,18.629,overcast clouds,73.09,92,100,3.47
499,Klyuchi,RU,2021-10-25 00:52:14,52.2667,79.1667,broken clouds,41.88,63,70,11.3
500,Iqaluit,CA,2021-10-25 00:52:15,63.7506,-68.5145,light snow,29.93,86,90,5.99
501,Kaoma,ZM,2021-10-25 00:52:15,-14.7833,24.8,overcast clouds,68.09,67,100,5.23
502,Praia Da Vitoria,PT,2021-10-25 00:49:56,38.7333,-27.0667,few clouds,64.76,88,20,7.43
503,Bambanglipuro,ID,2021-10-25 00:52:10,-7.95,110.2833,few clouds,82.51,67,14,4.97
504,Gurlan,UZ,2021-10-25 00:52:15,41.8447,60.3919,overcast clouds,35.67,37,86,2.71
505,Tarabuco,BO,2021-10-25 00:52:16,-19.1667,-64.9167,overcast clouds,42.24,73,94,1.59
506,Casper,US,2021-10-25 00:48:03,42.8666,-106.3131,clear sky,49.8,59,1,1.99
507,Doha,QA,2021-10-25 00:52:16,25.2867,51.5333,clear sky,80.58,72,0,2.3
508,Kargasok,RU,2021-10-25 00:52:16,59.0556,80.8572,light rain,39.31,97,100,9.04
509,Henties Bay,NA,2021-10-25 00:52:17,-22.116,14.2845,clear sky,58.86,90,0,5.88
510,Hwange,ZW,2021-10-25 00:52:17,-18.3693,26.5019,broken clouds,75.2,51,55,5.68
511,Lauro Muller,BR,2021-10-25 00:52:17,-28.3928,-49.3967,clear sky,54.54,84,0,3.06
512,Galle,LK,2021-10-25 00:52:18,6.0367,80.217,light rain,78.82,84,96,6.85
513,Morgantown,US,2021-10-25 00:51:43,39.6295,-79.9559,overcast clouds,62.85,83,96,4.83
514,High Level,CA,2021-10-25 00:48:52,58.5169,-117.136,overcast clouds,39.31,100,90,10.36
515,Turinskaya Sloboda,RU,2021-10-25 00:52:18,57.6232,64.3858,few clouds,38.71,83,15,11.05
516,Pijijiapan,MX,2021-10-25 00:52:18,15.7011,-93.23,overcast clouds,77.77,93,95,1.41
517,Tuma,RU,2021-10-25 00:52:19,55.148,40.5537,broken clouds,30.87,80,55,11.1
518,Auki,SB,2021-10-25 00:52:19,-8.7676,160.7034,scattered clouds,84.25,73,38,3.06
519,Senanga,ZM,2021-10-25 00:52:20,-16.1167,23.2667,broken clouds,70.45,70,66,2.24
520,Burayevo,RU,2021-10-25 00:52:20,55.8407,55.4083,broken clouds,36.1,83,74,6.62
521,Te Anau,NZ,2021-10-25 00:49:36,-45.4167,167.7167,heavy intensity rain,63.21,75,100,3.71
522,Saint-Georges,GD,2021-10-25 00:52:20,12.0564,-61.7485,few clouds,80.28,78,20,14.97
523,Srednekolymsk,RU,2021-10-25 00:48:23,67.45,153.6833,overcast clouds,1.44,79,100,2.51
524,Swellendam,ZA,2021-10-25 00:52:21,-34.0226,20.4417,clear sky,46.78,75,0,5.86
525,Mosquera,CO,2021-10-25 00:51:14,4.7059,-74.2302,scattered clouds,57.29,94,40,3.44
